ID;Word;English Trans.;POS;VAL_M;VAL_SD;VAL_N;ARO_M;ARO_SD;ARO_N;CON_M;CON_SD;CON_N;IMA_M;IMA_SD;IMA_N;AVA_M;AVA_SD;AVA_N;FAM_M;FAM_SD;FAM_N
1146;realismo;realism;N;5.90;1.59;20;5.14;1.83;22;2.70;2.05;20;1.91;1.57;22;3.57;2.04;23;5.64;1.53;22
1147;rebelión;rebellion;N;4.83;2.01;24;6.62;2.13;21;3.95;2.01;22;3.86;1.88;21;3.50;2.09;20;5.14;1.65;21
1148;recado;errand;N;4.90;0.91;20;4.70;1.59;20;3.62;1.32;21;2.45;1.44;22;5.55;1.50;22;5.32;1.81;22
1149;rechazo;rejection;V N;1.59;0.73;22;7.30;2.11;20;3.09;1.87;22;2.75;1.68;20;4.59;2.13;22;5.19;1.60;21
1150;recogedor;picker;A N;4.70;0.57;20;3.45;1.77;22;6.25;1.48;20;5.71;1.95;21;5.77;1.60;22;6.17;1.53;23
1151;recorte;cut;V N;2.13;1.14;23;6.18;2.28;22;3.27;1.35;22;3.73;2.10;22;5.86;1.70;22;6.05;1.29;22
1152;recreo;recreation;V N;7.60;1.35;20;5.82;2.15;22;4.59;1.50;22;4.14;1.83;22;6.30;1.29;23;5.67;1.74;21
1153;rectángulo;rectangle;A N;5.04;0.55;24;3.71;1.76;21;6.05;1.36;22;6.86;0.35;22;5.05;2.19;20;6.30;0.76;23
1154;recuerdo;remember;V N;6.43;2.21;23;5.95;2.82;20;2.45;1.57;20;3.27;2.33;22;5.36;2.01;22;6.05;1.28;20
1155;recurso;resource;N;5.73;1.35;22;3.65;1.98;20;2.10;1.25;20;2.14;1.64;22;3.79;2.25;24;6.05;1.43;20
1156;reflejo;reflection;V A N;5.45;1.41;22;5.05;1.73;20;3.50;1.61;20;4.40;1.88;20;4.54;2.06;24;6.45;0.94;20
1157;reflexión;reflection;N;5.45;1.84;22;3.85;2.25;20;2.73;1.64;22;2.36;1.87;22;4.59;1.92;22;5.86;1.06;21
1158;refrigerio;snack;N;4.85;1.31;20;5.18;1.76;22;4.15;1.73;20;3.38;2.09;21;3.82;2.04;22;3.52;1.40;21
1159;refugiada;refugee;N V;2.75;1.55;20;5.90;2.07;20;3.52;1.66;21;4.17;1.64;23;4.18;2.22;22;4.05;1.90;20
1160;refugiado;refugee;N V;1.73;0.92;26;5.95;2.28;20;4.90;1.73;21;4.25;1.83;20;4.18;2.08;22;4.43;1.86;21
1161;régimen;regime;N;3.80;1.24;20;4.52;1.94;21;3.04;1.69;23;4.09;2.19;23;4.95;2.08;22;4.90;1.89;21
1162;regresión;regression;N;4.43;1.83;23;4.36;2.38;22;3.20;1.44;20;2.05;1.23;20;2.36;1.65;22;4.30;1.98;20
1163;rehén;hostage;N;2.05;1.24;21;6.50;1.96;20;5.10;1.68;20;4.10;2.10;20;3.65;2.04;23;4.50;2.06;20
1164;reina;queen;N V;4.62;1.81;26;5.35;2.11;20;6.00;1.26;21;5.75;1.68;20;5.68;1.59;22;5.55;1.93;20
1165;relación;relationship;N;7.27;1.72;22;4.00;2.99;20;1.80;1.01;20;3.57;1.63;21;6.45;0.86;22;6.70;0.92;20
1166;relajación;relaxation;N;8.23;0.75;22;1.50;0.83;20;3.86;2.06;21;3.05;1.56;22;6.00;1.45;22;6.05;1.43;22
1167;relámpago;lightning;N;5.41;1.30;22;5.91;2.31;22;5.91;1.19;22;6.55;1.39;20;6.00;1.35;23;5.75;1.16;20
1168;relato;story;V N;6.13;1.36;24;4.00;2.07;21;4.05;1.13;22;4.30;1.38;20;4.90;1.68;20;4.76;1.84;21
1169;reloj;clock;N;5.19;1.36;21;3.90;2.10;20;6.65;0.59;20;6.95;0.21;22;6.09;1.57;22;6.73;0.70;22
1170;repisa;ledge;N;5.00;0.56;20;3.86;1.73;22;5.76;1.48;21;5.14;1.73;22;4.14;2.32;22;4.81;1.81;21
1171;réplica;reply;N;4.90;1.18;21;4.50;1.65;22;4.25;1.62;20;2.95;1.68;22;3.86;2.03;22;5.80;1.54;20
1172;reportera;reporter;N;5.70;1.03;20;5.10;1.55;20;5.14;1.28;21;5.95;1.46;22;5.95;1.25;22;5.86;1.55;22
1173;represión;repression;N;2.26;1.21;23;6.14;2.42;22;3.41;1.71;22;2.55;1.10;20;3.55;2.26;22;4.38;1.94;21
1174;repulsión;repulsion;N;2.26;1.42;23;6.40;2.26;20;4.19;1.63;21;3.33;2.03;21;2.55;1.53;22;4.38;1.63;21
1175;reputación;reputation;N;4.73;1.39;22;5.40;1.90;20;3.10;2.00;20;1.55;0.86;22;3.13;1.70;24;5.85;1.69;20
1176;resaca;hangover;N V;3.09;1.62;23;4.27;1.80;22;5.18;1.50;22;3.91;2.04;22;6.27;1.12;22;6.29;1.23;21
1177;rescate;rescue;V N;6.32;2.12;22;5.91;1.93;22;4.80;1.58;20;4.20;1.79;20;4.95;1.67;20;4.62;1.36;21
1178;reservado;reserved;A N V;4.23;1.19;22;3.73;1.98;22;3.90;1.89;20;2.52;1.75;21;5.41;1.53;22;5.76;1.18;21
1179;retórica;rhetoric;N A;5.50;1.19;20;3.95;2.04;21;2.70;1.81;20;1.83;1.15;23;2.73;1.86;22;3.90;1.65;20
1180;retrato;portrait;V N;5.93;1.30;28;3.87;2.18;23;5.27;1.80;22;6.14;1.01;21;4.57;1.80;21;5.57;1.63;21
1181;revelación;revelation;N;5.64;1.47;22;6.40;2.16;20;2.09;1.23;22;2.52;1.50;21;4.00;2.18;22;4.73;1.45;22
1182;reverendo;reverend;A N;4.10;1.30;21;4.15;1.95;20;5.86;1.13;22;5.81;1.12;21;3.73;2.29;22;3.38;1.72;21
1183;reverente;reverent;A ;4.95;1.24;21;4.29;1.71;21;3.35;1.50;20;2.67;1.93;21;1.36;0.58;22;2.20;1.32;20
1184;revés;backwards;N;4.70;1.03;20;4.65;1.50;20;3.00;1.56;20;3.76;1.89;21;3.50;2.11;22;5.14;1.59;21
1185;revivir;to revive;V;7.05;1.62;22;6.10;2.55;20;4.29;2.08;21;3.67;1.93;21;3.08;1.79;24;5.32;1.59;22
1186;revolución;revolution;N;5.52;2.19;23;6.64;1.97;22;3.45;2.14;20;4.57;1.75;21;5.32;1.67;22;5.60;1.39;20
1187;revólver;revolver;N;2.60;1.54;20;6.91;2.00;22;6.45;0.96;22;6.25;1.29;20;4.59;2.52;22;4.86;1.61;22
1188;rey;king;N;4.00;1.70;21;5.35;1.31;20;5.75;1.48;20;6.05;1.21;22;4.95;1.81;22;6.23;1.19;22
1189;riego;irrigation;V N;4.91;1.11;22;4.32;1.76;22;4.74;1.68;23;5.00;2.07;23;4.27;2.16;22;4.68;2.03;22
1190;riesgo;risk;N;4.96;1.80;23;7.73;1.45;22;2.40;1.39;20;2.35;1.09;20;4.95;1.91;22;5.45;1.64;20
1191;riña;quarrel;V N;3.05;1.57;20;6.82;1.87;22;4.83;1.61;23;4.96;1.94;23;3.83;2.44;23;4.41;1.68;22
1192;risa;laughter;N;8.62;0.59;21;6.10;2.69;20;5.38;1.16;21;5.70;1.45;20;6.27;1.08;22;6.95;0.21;22
1193;rivalidad;rivalry;N;3.95;1.79;22;7.15;1.18;20;3.45;1.70;20;3.05;2.11;20;4.35;1.92;23;5.32;1.46;22
1194;romanticismo;romanticism;N;7.27;1.39;22;5.15;3.10;20;3.38;1.60;21;3.90;1.77;20;6.04;1.27;24;5.73;1.64;22
1195;rompecabezas;puzzle;N;5.32;1.70;22;6.05;1.76;20;5.10;2.13;20;5.45;1.54;20;4.59;2.09;22;4.45;1.88;20
1196;rotación;rotation;N;5.09;0.29;22;5.75;2.38;20;4.15;1.93;20;3.35;2.23;20;3.65;1.97;23;4.10;2.26;21
1197;rotura;breakage;N V;3.08;1.64;24;6.76;2.32;21;3.30;1.53;20;4.86;2.03;22;4.70;2.08;20;4.65;1.95;20
1198;rubio;blond;A N;5.45;0.86;22;4.23;1.88;22;5.40;1.47;20;6.52;0.75;21;4.91;2.04;22;6.10;1.45;21
1199;rueda;wheel;V N;4.86;1.20;21;3.81;1.72;21;6.05;0.95;22;6.64;0.66;22;6.27;1.39;22;6.32;1.29;22
1200;rugido;roar;N V;4.52;1.20;23;5.55;2.48;22;4.59;1.37;22;4.45;2.24;22;5.41;2.13;22;5.00;2.07;22
1201;ruido;noise;N;3.81;1.66;21;6.95;1.82;20;3.77;2.02;22;3.55;2.33;20;5.52;1.73;23;6.76;0.54;21
1202;ruidoso;noisy;A;3.59;1.05;22;6.70;1.87;20;4.91;1.50;23;4.78;2.17;23;5.00;1.80;22;5.86;1.58;22
1203;ruptura;rupture;N;1.48;0.59;23;7.18;1.87;22;3.00;1.60;22;3.35;1.98;20;5.18;2.08;22;5.86;1.59;21
1204;sabiduría;wisdom;N;7.39;1.20;23;3.95;2.42;20;3.35;2.23;20;2.18;1.18;22;3.64;2.13;22;5.25;1.68;20
1205;saciedad;satiety;N;4.65;2.04;23;4.00;2.35;22;3.14;1.73;22;3.00;1.45;20;3.27;2.05;22;4.39;1.99;23
1206;sacrificio;sacrifice;N;4.27;2.16;22;7.55;1.61;20;3.50;2.09;20;3.40;2.54;20;4.43;2.13;23;5.10;1.09;21
1207;sádico;sadist;A N;2.45;1.88;20;7.70;1.42;20;4.30;1.53;20;3.85;1.87;20;3.45;1.79;20;4.91;1.90;22
1208;salario;salary;V N;7.85;1.18;20;6.59;2.28;22;5.65;1.39;20;3.65;1.63;20;6.35;1.27;23;6.32;1.04;22
1209;salto;jump;V N;5.20;1.20;20;4.55;2.35;20;4.68;1.55;22;5.41;1.47;22;5.55;2.35;20;6.41;0.67;22
1210;salud;health;N;7.09;2.25;23;4.80;3.16;20;2.00;1.56;20;2.55;1.63;22;5.23;1.66;22;6.65;0.75;20
1211;salvaje;wild;A N;4.96;2.20;24;7.43;1.94;21;3.68;1.55;22;4.45;1.79;22;4.70;1.89;20;5.86;1.13;22
1212;sangre;blood;V N;2.95;1.82;20;7.18;1.68;22;6.27;0.88;22;6.25;1.41;20;6.22;1.38;23;6.10;1.30;21
1213;sangriento;bloody;A;2.38;1.56;21;7.36;1.50;22;5.09;1.44;23;4.87;2.07;23;5.23;1.93;22;4.32;1.89;22
1214;sanidad;health;N;6.71;2.16;24;5.71;2.59;21;4.14;1.53;21;2.68;1.29;22;5.05;1.93;20;5.91;1.70;23
1215;sección;section;N;4.45;1.22;22;4.40;1.19;20;2.55;1.01;22;2.18;1.33;22;2.92;2.24;24;5.23;1.48;22
1216;secretaria;secretary;N A;5.43;1.17;28;4.09;1.68;23;5.27;1.35;22;5.52;1.57;21;5.10;1.67;21;6.05;1.07;21
1217;secretario;secretary;N A;4.42;0.86;26;3.50;1.97;22;5.33;1.39;21;4.00;2.10;20;5.35;1.99;23;5.38;2.01;21
1218;secuestrador;kidnapper;N;2.00;1.41;21;7.60;1.27;20;5.86;1.11;21;4.45;1.96;20;4.91;1.93;23;4.52;2.11;21
1219;secuestro;kidnapping;V N;1.64;0.85;22;8.15;1.31;20;4.50;1.77;22;4.45;1.65;22;4.38;2.28;24;5.05;2.06;21
1220;seducción;seduction;N;7.23;1.27;22;7.70;1.30;20;4.10;1.58;21;3.23;1.97;22;5.42;1.74;24;5.00;1.62;20
1221;seguridad;security;N;7.41;1.33;22;3.70;2.90;20;2.40;1.64;20;2.85;1.09;20;4.83;1.99;24;6.15;1.23;20
1222;semáforo;semaphore;N;4.78;0.95;23;4.14;1.91;22;6.80;0.41;20;6.90;0.45;20;6.27;1.55;22;6.78;0.67;23
1223;senadora;senator;N;5.35;0.93;20;5.00;1.86;20;5.38;1.32;21;4.59;1.71;22;3.50;2.20;22;4.25;2.05;20
1224;seno;breast;N;5.46;1.82;24;3.76;1.92;21;5.55;1.63;22;6.04;1.85;23;5.20;2.17;20;5.45;1.50;20
1225;sensualidad;sensuality;N;7.05;1.36;22;6.20;2.35;20;2.65;1.50;20;3.95;1.67;20;5.95;1.62;22;5.82;1.10;22
1226;sentimiento;feeling;N;6.95;1.53;21;5.10;2.64;21;2.60;1.76;20;2.09;1.54;22;4.77;2.05;22;6.60;0.99;20
1227;señal;signal;N;4.80;0.52;20;4.60;1.73;20;4.41;1.97;22;6.83;0.49;23;5.85;1.87;20;6.20;0.89;20
1228;separación;separation;N;1.59;0.96;22;6.50;2.01;20;3.80;2.04;20;3.75;2.02;20;5.55;2.02;22;5.50;1.37;22
1229;sequía;drought;N;2.41;1.50;22;5.25;2.92;20;3.91;1.57;22;5.40;1.19;20;4.41;1.84;22;5.27;1.49;22
1230;serenidad;serenity;N;6.18;1.37;22;2.50;2.82;20;3.00;1.69;20;2.71;1.52;21;3.54;1.91;24;4.85;1.73;20
1231;seriedad;seriously;N;4.27;1.28;22;2.80;2.09;20;5.00;1.59;20;2.90;1.97;20;4.65;1.77;23;5.85;1.14;20
1232;serpiente;snake;N;4.05;1.43;21;6.64;2.08;22;6.55;1.15;20;6.85;0.49;20;5.35;2.03;20;6.00;1.20;22
1233;servilleta;napkin;N;5.04;0.47;23;3.60;1.85;20;6.45;1.28;20;6.90;0.30;21;6.14;1.78;22;6.67;0.73;21
1234;severidad;severity;N;4.00;2.08;20;5.00;2.07;22;3.36;1.84;22;2.22;1.54;23;3.13;2.16;23;3.67;1.62;21
1235;sierra;saw;V N;5.35;1.53;23;5.05;2.26;20;5.86;1.32;22;6.59;0.80;22;4.82;2.06;22;5.00;1.64;21
1236;siesta;nap;N;7.41;1.47;22;1.65;1.27;20;5.35;1.60;20;5.50;1.43;20;6.45;0.80;22;6.25;1.12;20
1237;significado;meaning;A N V;5.52;1.16;23;3.73;1.91;22;3.36;2.46;22;1.70;0.92;20;3.82;2.40;22;6.27;0.77;22
1238;signo;sign;V N;5.13;0.69;23;3.95;2.03;22;2.90;1.55;20;4.09;1.87;22;4.82;2.24;22;5.52;1.25;21
1239;silla;chair;N;5.18;0.50;22;4.00;1.38;22;6.73;0.63;22;6.82;0.50;22;6.50;1.06;22;6.60;0.94;20
1240;símbolo;symbol;N;5.05;0.22;20;4.36;1.68;22;2.36;1.65;22;4.18;1.79;22;4.52;2.41;23;5.62;1.63;21
1241;simetría;symmetry;N;5.46;0.98;24;3.67;1.65;21;4.27;1.83;22;5.19;1.86;21;3.50;2.37;20;4.55;1.99;20
1242;simpático;sympathetic;A N;8.00;0.71;21;5.27;1.78;22;5.00;1.62;23;5.00;2.09;23;6.27;1.24;22;6.48;0.81;21
1243;siniestro;incident;A N;2.18;1.53;22;6.90;2.43;20;3.09;1.31;22;3.59;1.84;22;3.86;2.03;22;4.70;2.08;20
1244;sirena;mermaid;N;6.05;2.17;22;5.45;2.39;22;4.77;1.77;22;6.65;0.57;23;5.05;2.26;20;5.36;1.50;22
1245;situación;situation;N;5.14;0.83;22;4.00;1.97;20;2.05;1.43;20;2.45;1.74;22;5.09;2.00;22;5.90;1.62;20
1246;sociedad;society;N;5.55;1.77;22;5.50;2.26;20;3.00;1.80;22;2.59;1.40;22;5.55;1.68;22;6.00;0.98;22
1247;socorro;relief;V N;2.92;1.32;24;7.81;1.57;21;3.70;2.18;20;2.45;1.65;22;5.50;1.70;20;5.27;1.42;22
1248;solar;solar;N A V;5.50;1.00;20;3.85;1.87;20;4.48;1.81;21;4.67;2.03;21;4.70;2.52;20;4.91;1.93;22
1249;soldado;soldier;N V;3.45;1.50;20;5.73;1.35;22;6.00;1.63;22;6.29;1.10;21;5.00;2.00;22;5.86;1.21;22
1250;solitario;lonely;A N;2.65;1.75;23;3.73;2.62;22;2.77;1.60;22;4.36;2.06;22;4.86;1.78;22;5.67;0.97;21
1251;solución;solution;N;7.86;1.13;22;4.55;3.25;20;3.95;1.96;20;2.30;1.59;20;4.87;1.66;23;6.00;1.48;22
1252;sombra;shadow;N V;4.35;1.23;20;4.95;2.17;22;4.27;1.78;22;5.64;1.47;22;4.27;2.35;22;6.36;1.26;22
1253;sombrero;hat;N;5.40;0.68;20;3.18;1.68;22;6.45;0.76;20;6.86;0.47;22;6.14;1.64;22;5.90;1.48;20
1254;sonido;sound;N;6.05;1.05;20;5.18;2.38;22;3.57;2.31;21;3.05;1.99;22;5.61;1.85;23;6.24;1.04;21
1255;sonrisa;smile;N;8.91;0.29;22;3.75;2.51;20;5.71;1.23;21;6.45;1.06;22;6.73;0.55;22;6.86;0.35;22
1256;soplo;blow;V N;4.85;1.50;20;3.95;2.24;22;4.14;1.78;22;4.10;2.05;21;5.40;2.21;20;5.09;1.44;23
1257;sorprendido;surprised;V;6.00;1.21;20;6.86;1.78;22;5.35;1.30;23;5.09;1.83;23;5.95;1.50;22;5.95;1.57;20
1258;sospecha;suspicion;N V;3.35;1.57;20;6.50;2.11;22;3.00;1.97;20;2.48;1.44;21;4.96;2.25;23;5.35;1.46;20
1259;suavidad;softness;N;6.50;2.02;22;3.10;3.04;20;3.00;1.45;20;4.38;1.86;21;5.75;1.39;24;6.00;1.34;20
1260;subida;rise;N A V;5.09;1.57;22;6.75;2.17;20;4.50;2.06;20;5.70;1.98;20;5.13;2.10;23;5.78;1.57;23
1261;suceso;happening;N;5.39;1.44;23;5.55;2.13;22;1.80;0.95;20;2.86;1.71;21;3.86;2.03;22;6.10;1.12;20
1262;sucio;dirty;A ;2.33;1.15;21;5.73;2.19;22;4.50;1.36;20;5.50;1.76;20;5.45;2.06;20;6.05;1.39;20
1263;sudor;sweat;N;3.96;1.72;23;5.18;2.15;22;6.18;0.91;22;5.81;1.33;21;6.09;1.34;22;6.50;0.67;22
1264;suerte;luck;N;8.09;1.08;23;4.65;3.38;20;2.15;1.57;20;2.23;1.60;22;4.95;1.81;22;6.55;1.00;20
1265;sufrimiento;suffering;N;1.50;0.80;22;7.75;1.89;20;2.55;1.41;22;3.14;1.75;22;4.86;2.10;22;5.57;1.12;21
1266;suicidio;suicide;N;1.64;0.95;22;7.95;1.66;21;6.00;1.18;21;4.23;1.82;22;4.91;2.07;22;5.90;1.21;20
1267;sujetador;bra;N;5.23;1.24;26;5.10;1.48;20;5.95;1.16;21;6.90;0.31;20;6.27;1.16;22;6.77;0.69;22
1268;superación;improvement;N;8.00;0.93;22;6.30;2.75;20;2.64;1.56;22;3.35;1.63;20;4.71;1.99;24;5.55;1.92;22
1269;superioridad;superiority;N;4.18;1.79;22;5.62;2.16;21;3.10;2.15;20;2.90;2.10;20;4.13;1.84;23;5.50;1.79;22
1270;supermercado;supermarket;N;5.74;1.36;23;3.68;2.03;22;5.90;1.52;20;6.68;0.48;22;6.59;0.96;22;6.87;0.34;23
1271;suplicio;ordeal;N;2.96;1.15;23;6.40;1.90;20;3.29;1.49;21;1.86;1.13;22;2.32;1.55;22;4.09;1.77;22
1272;suspenso;suspense;N;1.45;0.74;22;8.40;0.88;20;4.10;2.13;20;4.32;1.99;22;5.79;1.25;24;6.00;1.30;20
1273;sustancia;substance;N V;4.68;0.89;22;4.45;1.50;20;2.15;1.39;20;3.75;1.86;20;3.71;2.24;24;5.05;2.16;20
1274;sustento;livelihood;V N;5.48;0.93;21;4.27;1.58;22;3.19;1.63;21;2.14;1.32;22;1.77;1.15;22;4.43;1.78;23
1275;susurro;whisper;V N;5.78;1.54;23;4.05;2.59;22;5.38;1.83;21;3.27;1.88;22;6.14;1.17;22;6.00;1.30;21
1276;tabla;table;N V;5.05;0.22;21;3.45;1.82;22;4.73;1.70;22;6.70;0.57;20;5.10;1.97;20;6.52;1.04;23
1277;taburete;stool;N;5.05;0.38;22;3.71;1.76;21;6.64;0.58;22;6.76;0.44;21;5.64;1.68;22;5.80;1.32;20
1278;tacaño;stingy;A N;2.15;1.04;20;5.45;1.50;20;4.86;1.53;21;3.30;1.84;23;3.32;2.08;22;5.27;1.64;22
1279;talla;size;N V;4.68;0.65;22;4.59;1.87;22;3.55;1.63;22;3.90;1.58;21;5.85;1.93;20;6.23;1.54;22
1280;talle;detail;V N;4.80;0.52;20;3.50;1.71;22;4.39;1.75;23;3.09;2.13;23;1.95;1.21;22;2.86;1.67;22
1281;talón;heel;N;5.10;1.26;21;3.67;1.77;21;6.05;1.65;22;6.55;0.74;22;6.25;1.52;20;5.80;1.61;20
1282;tamaño;size;A N;5.13;1.22;23;4.86;2.38;22;2.50;2.04;20;2.83;1.61;23;5.27;2.21;22;6.40;1.47;20
1283;tambor;drum;N;5.75;1.35;28;4.87;2.49;23;5.77;1.41;22;7.00;0.00;21;5.05;1.77;21;5.29;1.45;21
1284;tanatorio;morgue;N;1.05;0.21;22;6.55;2.39;20;6.48;0.93;21;6.05;1.23;20;6.13;1.18;23;4.50;2.01;20
1285;tanga;thong;N;5.55;1.23;20;5.35;1.57;20;6.33;0.80;21;6.67;0.58;21;5.50;2.22;22;6.45;0.74;22
1286;tanque;tank;N;2.77;1.23;22;6.50;2.24;22;5.90;1.17;20;6.55;0.69;20;5.10;2.02;20;4.52;2.16;21
1287;tarántula;tarantula;N;3.32;1.49;22;7.19;1.63;21;6.73;0.46;22;6.45;1.10;20;5.30;1.96;23;4.00;1.38;21
1288;tatuaje;tattoo;N;5.82;1.56;28;5.75;1.89;20;5.59;1.40;22;6.95;0.22;21;6.30;0.97;23;5.95;1.02;21
1289;taza;cup;N V;5.43;1.24;23;3.60;1.88;20;6.23;1.19;22;7.00;0.00;23;6.27;1.32;22;6.70;0.66;20
1290;teja;tile;N V;4.86;0.64;22;3.35;1.93;20;5.70;1.84;23;6.48;1.31;23;3.91;2.71;22;5.23;1.69;22
1291;tela;cloth;N;4.95;1.02;21;3.10;1.97;20;5.29;1.90;21;6.23;1.31;22;5.15;2.35;20;6.00;1.45;22
1292;teléfono;phone;N;5.96;1.19;23;4.35;2.28;20;5.91;1.06;22;7.00;0.00;22;6.77;0.43;22;6.91;0.29;22
1293;telescopio;telescope;N;5.46;1.35;24;3.71;2.24;21;6.76;0.54;21;6.67;0.48;21;6.30;1.22;20;5.29;1.76;21
1294;temor;fear;N;2.86;1.25;22;6.95;1.19;20;3.15;1.87;20;2.77;1.66;22;3.91;1.87;22;5.75;1.68;20
1295;tenedor;fork;N;4.90;0.79;20;4.05;1.59;22;6.90;0.30;21;6.91;0.29;22;6.32;1.25;22;6.65;0.93;20
1296;tensión;voltage;N;3.13;1.51;24;7.29;1.65;21;2.45;1.43;20;2.00;1.41;22;4.30;1.95;20;6.45;0.94;20
1297;tenso;tense;V A;3.55;1.05;20;5.95;1.96;21;4.87;1.77;23;4.43;1.97;23;4.68;1.86;22;6.00;1.17;20
1298;tentación;temptation;N;6.00;1.75;22;7.75;1.12;20;2.95;1.79;20;3.19;1.60;21;5.88;1.19;24;6.35;1.23;20
1299;tenue;dim;A;4.32;1.36;22;3.20;2.24;20;4.10;1.41;20;2.57;1.60;21;3.27;1.75;22;4.19;1.86;21
1300;teoría;theory;N;5.14;1.08;22;4.50;2.02;22;3.55;1.88;20;2.48;1.40;21;4.59;2.20;22;6.35;1.23;20
1301;ternura;tenderness;N;8.35;0.93;20;4.36;3.35;22;3.20;1.79;20;3.32;1.73;22;5.78;1.54;23;6.40;1.27;20
1302;terremoto;earthquake;N;1.75;0.79;20;7.33;1.39;21;5.41;1.05;22;4.85;2.28;20;5.48;1.65;23;4.80;1.79;20
1303;terrorismo;terrorism;N;1.14;0.35;22;7.90;1.77;20;3.80;1.77;20;3.85;2.32;20;5.26;1.89;23;5.15;2.01;20
1304;testamento;will;N;3.20;1.47;20;5.55;2.42;22;6.00;1.20;22;4.45;1.87;22;4.74;2.36;23;4.81;1.50;21
1305;tiburón;shark;N;4.00;1.98;22;6.80;2.14;20;6.85;0.37;20;6.75;0.64;20;5.65;1.87;20;6.09;1.62;23
1306;tieso;stiff;A;4.55;0.83;20;5.15;1.31;20;4.48;1.86;23;4.70;2.20;23;3.55;1.99;22;4.48;1.47;21
1307;tijeras;scissors;N;4.90;1.29;20;5.29;1.85;21;6.76;0.54;21;6.91;0.29;22;6.23;1.23;22;6.62;0.86;21
1308;tímido;shy;A;3.62;1.20;21;3.68;1.76;22;4.60;1.76;20;3.10;1.89;21;5.59;1.71;22;6.33;1.20;21
1309;tinta;ink;V N A;4.76;1.14;21;4.27;1.64;22;5.55;1.57;22;6.39;0.58;23;5.90;1.97;20;5.85;1.14;20
1310;tío;uncle;N;6.57;1.43;28;4.39;2.37;23;4.41;2.11;22;5.19;2.11;21;5.05;2.13;21;6.90;0.30;21
1311;titular;holder;A N V;5.60;0.94;20;3.95;1.50;20;3.77;1.72;22;4.00;2.20;22;5.25;2.22;20;5.67;1.28;21
1312;tobillo;ankle;N;4.85;0.37;20;3.70;1.69;20;6.90;0.31;20;6.86;0.36;21;5.86;1.46;22;6.10;1.07;20
1313;tobogán;slide;N;6.68;1.17;22;5.95;1.99;22;6.65;0.59;20;6.80;0.52;20;6.05;1.47;20;5.35;1.69;20
1314;tolerancia;tolerance;N;7.52;1.47;23;4.14;2.17;22;1.95;0.90;22;1.77;1.15;22;4.09;1.90;22;5.61;1.75;23
1315;tomate;tomato;N;5.14;1.46;22;4.50;1.82;20;6.76;0.70;21;7.00;0.00;21;6.00;1.59;24;6.57;0.81;21
1316;tonada;tune;N;4.86;0.79;21;4.00;1.90;22;4.45;1.82;20;1.81;0.93;21;1.32;0.72;22;1.65;0.88;23
1317;tormenta;storm;N;4.40;2.21;20;5.95;2.01;22;5.48;1.33;21;6.30;1.17;20;6.48;0.79;23;6.48;0.90;23
1318;tormento;torment;N;2.65;1.31;20;6.35;1.42;20;2.95;1.73;22;1.95;1.29;22;3.18;1.99;22;4.59;1.68;22
1319;tornado;tornado;N V;2.73;1.39;22;7.33;1.32;21;6.39;1.16;23;6.22;1.17;23;5.00;2.05;22;4.52;2.20;21
1320;toro;bull;N;4.29;1.68;21;6.75;1.41;20;6.60;0.68;20;6.76;0.54;21;6.36;0.73;22;5.64;1.53;22
1321;torturador;torturer;A;1.33;0.66;21;7.95;1.00;20;6.09;1.06;22;4.30;2.13;20;3.83;2.29;23;4.00;2.26;21
1322;tóxico;toxic;A N;2.62;1.32;21;6.95;1.32;20;4.30;1.75;20;3.80;1.91;20;5.00;1.38;20;5.32;1.55;22
1323;tractor;tractor;N;4.86;1.01;28;4.09;1.98;23;6.77;0.43;22;7.00;0.00;21;4.48;2.23;21;6.13;1.39;23
1324;traficante;dealer;A N;2.00;1.15;22;6.00;1.30;20;5.62;1.20;21;3.60;1.98;20;5.57;1.47;23;5.05;2.19;20
1325;tragedia;tragedy;N;1.59;1.44;22;6.64;2.34;22;2.25;1.59;20;4.67;1.88;21;4.59;1.74;22;5.90;1.74;20
1326;traición;betrayal;N;1.41;0.73;22;7.65;1.93;20;3.80;1.51;20;2.40;1.82;20;4.17;1.99;23;5.38;1.16;21
1327;traidor;traitor;N;2.35;1.23;20;7.68;0.99;22;4.55;1.97;22;3.30;1.87;20;4.41;1.92;22;5.15;1.98;20
1328;trámite;process;N;4.27;0.88;22;5.35;2.32;20;3.15;1.84;20;2.91;1.31;23;4.59;2.26;22;6.25;1.02;20
1329;trampa;trap;N;2.58;1.24;26;5.70;2.23;20;4.33;2.11;21;3.65;2.06;20;3.27;1.80;22;5.65;1.42;20
1330;tramposo;cheater;A N;2.60;1.10;20;6.15;1.46;20;4.43;1.36;21;3.35;2.21;20;3.91;1.63;22;5.81;1.81;21
1331;trance;trance;N V;4.55;1.50;20;4.27;2.00;22;2.43;1.63;21;2.60;1.43;20;2.14;1.58;22;2.90;1.83;20
1332;tránsito;transit;N;3.76;1.48;21;6.77;2.18;22;3.60;1.82;20;3.35;1.64;23;5.09;2.00;22;6.15;1.18;20
1333;tranvía;tram;N;4.67;1.06;21;5.05;1.43;22;6.36;0.90;22;6.52;0.95;23;5.73;1.52;22;4.52;2.14;21
1334;trapecista;aerialist;N;5.73;1.00;26;5.95;1.57;20;6.38;0.86;21;4.80;1.79;20;4.73;2.03;22;4.50;2.30;22
